shopee,NIL,Skechers,"Skechers Online Exclusive Women Foamies Footsteps Breezy Feels Walking Sandals - 111054-BLSH - Slipper, Casual","50%OFF, 40%OFF, 20%OFF, 10%OFF, 10%Coins Cashback",No Price Reduction,$69.00,83,https://shopee.sg/Skechers-Online-Exclusive-Women-Foamies-Footsteps-Breezy-Feels-Walking-Sandals-111054-BLSH-Slipper-Casual-i.84710867.15350102004?sp_atk=2cf8abf2-b11b-4618-b405-c1ca3d1d0c0e&xptdk=2cf8abf2-b11b-4618-b405-c1ca3d1d0c0e,https://down-sg.img.susercontent.com/file/sg-11134201-7qvew-ljxofjf5mxcm85,"Description:
Lighten up your warm weather look with comfortable Skechers Foamies®: Footsteps. Soft smooth flexible EVA foam upper in a casual comfort slingback design with adjustable heel strap and contoured Luxe Foam® footbed.
Features:- EVA lightweight flexible upper- Luxe padded and contoured comfort footbed- Water friendly design- Two-strap slingback sandal- Flexible traction outsole- Hand wash, dry in shade.- Skechers® logo details




",08-08-2023
shopee,NIL,Skechers,Skechers Online Exclusive Women On-The-GO 600 Sandals - 141050-BBK,"20%OFF, 10%OFF, 10%Coins Cashback",$89.00,$42.90,66,https://shopee.sg/Skechers-Online-Exclusive-Women-On-The-GO-600-Sandals-141050-BBK-i.84710867.23628193454?sp_atk=b98b87c9-2e57-438d-ab56-54d91a5cbb4b&xptdk=b98b87c9-2e57-438d-ab56-54d91a5cbb4b,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfv-ljxo85faw12j16,"Description:
Take your warm weather comfort and style everywhere with the Skechers On the GO 600 sandal. Smooth synthetic upper in a sporty casual comfort river style adjustable sandal with contoured Goga Mat® Contour Footbed and Skechers GOrun 600 design sole.
Features:- Features high-rebound cushioning with responsive feedback- Goga Mat® contoured cushioned footbed- High-rebound ultra-lightweight Hyper Pillar Technology™ for added support- Lightweight, responsive ULTRA GO® cushioning- Machine washable- Skechers® logo detail




",08-08-2023
shopee,NIL,Skechers,Skechers Online Exclusive Women On-The-GO 600 Sandals - 141050-NVY,"20%OFF, 10%OFF, 10%Coins Cashback",$89.00,$42.90,63,https://shopee.sg/Skechers-Online-Exclusive-Women-On-The-GO-600-Sandals-141050-NVY-i.84710867.18274769054?sp_atk=fbf1130c-6344-4f08-a07f-1f687957d0e6&xptdk=fbf1130c-6344-4f08-a07f-1f687957d0e6,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdy-ljxodsrnczr9cc,"Description:
Take your warm weather comfort and style everywhere with the Skechers On the GO 600 sandal. Smooth synthetic upper in a sporty casual comfort river style adjustable sandal with contoured Goga Mat® Contour Footbed and Skechers GOrun 600 design sole.
Features:- Features high-rebound cushioning with responsive feedback- Goga Mat® contoured cushioned footbed- High-rebound ultra-lightweight Hyper Pillar Technology™ for added support- Lightweight, responsive ULTRA GO® cushioning- Machine washable- Skechers® logo detail




",08-08-2023
shopee,NIL,Skechers,Skechers Online Exclusive Women Work Dighton Slip Resistant Work Shoes - 77200-BLK Memory Foam Relaxed Fit,"50%OFF, 40%OFF, 20%OFF, 10%OFF, 10%Coins Cashback",No Price Reduction,$109.00,58,https://shopee.sg/Skechers-Online-Exclusive-Women-Work-Dighton-Slip-Resistant-Work-Shoes-77200-BLK-Memory-Foam-Relaxed-Fit-i.84710867.20037579858?sp_atk=e7cf36b2-f76b-42f5-a858-b7885cf156da&xptdk=e7cf36b2-f76b-42f5-a858-b7885cf156da,https://down-sg.img.susercontent.com/file/sg-11134201-7qvf2-ljxoc4bhtij65b,"
Description:
Sporty style, all day safety and comfort comes with Skechers Work Relaxed Fit®: Dighton. This lace-up features a slip-resistant smooth synthetic and leather upper with a Skechers Memory Foam™ insole.
Features:- Electrical Hazard (EH) Safe design- EH Safe tested ASTM F2892-11 for safety- Slip-resistant traction outsole with oil resistance- Skechers Memory Foam™ cushioned comfort insole- Relaxed Fit® design for a roomier comfortable fit- Smooth synthetic and leather upper with lace-up front- Flexible lightweight shock-absorbing midsole- Skechers® logo detail
",08-08-2023
shopee,NIL,Skechers,Skechers Online Exclusive Women Foamies Darvon Hartleb Sandals - 8730071-BLK,"20%OFF, 10%Coins Cashback",No Price Reduction,$49.00,56,https://shopee.sg/Skechers-Online-Exclusive-Women-Foamies-Darvon-Hartleb-Sandals-8730071-BLK-i.84710867.20255626125?sp_atk=259495ac-fe49-4c87-ba73-5809946370c6&xptdk=259495ac-fe49-4c87-ba73-5809946370c6,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfy-ljxobu4ypwjp3d,"Description:
Warm-weather style and easygoing comfort combine in Skechers Foamies®: Darvon. This casual sculpted one band slide sandal features a flexible EVA upper with a contoured cushioned footbed.
Features:- Contoured cushioned footbed- Sculpted lightweight flexible EVA Foamies® upper- Flexible traction outsole- Skechers® logo detail




",08-08-2023
shopee,NIL,Skechers,Skechers Online Exclusive Women On-The-GO Hyper Slide Sandals - 140456-NVY,"20%OFF, 10%Coins Cashback",$89.00,$42.90,52,https://shopee.sg/Skechers-Online-Exclusive-Women-On-The-GO-Hyper-Slide-Sandals-140456-NVY-i.84710867.16386920064?sp_atk=4aafa25b-8284-489a-bf04-f4a8cdca6af8&xptdk=4aafa25b-8284-489a-bf04-f4a8cdca6af8,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdp-ljxoexnvjyfm35,"Description:
Enjoy next level comfort and effortless style in Skechers Hyper Slide. This slide sandal features a leather upper with HYPER BURST® cushioning and a Goodyear® Rubber Outsole.
Features:- HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.- Goodyear® Rubber Outsole for enhanced traction, stability and durability- Leather upper in an athletic recovery slide sandal design- Contoured comfort footbed- Skechers® logo detail




",08-08-2023
shopee,NIL,Skechers,"Skechers Women Sport Active Arch Fit Refine Don't Go Shoes - 104164-BBK Arch Fit, Machine Washable, Stretch Fit, Vegan","50%OFF, 20%OFF, 10%Coins Cashback",$99.00,$98.10,48,https://shopee.sg/Skechers-Women-Sport-Active-Arch-Fit-Refine-Don't-Go-Shoes-104164-BBK-Arch-Fit-Machine-Washable-Stretch-Fit-Vegan-i.84710867.22024559530?sp_atk=9758b699-e550-4520-b887-d64f6355b7bd&xptdk=9758b699-e550-4520-b887-d64f6355b7bd,https://down-sg.img.susercontent.com/file/sg-11134201-7qvem-ljxoa41pji8abf,"Description:
Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit® Refine shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit® insole and a lightweight cushioned midsole.
Features:- Patented Skechers Arch Fit® insole system with podiatrist-certified arch support- Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans- Removable insole helps mold to your foot to reduce shock and increase weight dispersion- Stretch Fit® design for a sock-like comfort fit- Soft engineered athletic mesh knit upper with a slip-on style- Air-cooled design- Lightweight cushioned midsole- Flexible traction outsole- Machine washable- Skechers® and Arch Fit® logo detail




",08-08-2023
shopee,NIL,Skechers,Skechers Online Exclusive Women Sport Graceful 2.0 Joy-Space Walking Shoes - 8730018-GYLP Memory Foam,"50%OFF, 20%OFF, 10%Coins Cashback",$89.00,$76.90,42,https://shopee.sg/Skechers-Online-Exclusive-Women-Sport-Graceful-2.0-Joy-Space-Walking-Shoes-8730018-GYLP-Memory-Foam-i.84710867.13175793090?sp_atk=32193efb-2025-4fec-bb5b-145ff189e379&xptdk=32193efb-2025-4fec-bb5b-145ff189e379,https://down-sg.img.susercontent.com/file/sg-11134201-7qvco-ljxog6ao5t92d8,"Description:
Step into grace and comfort with the Skechers Women Sport Graceful 2.0 shoes. This slip-on features a bungee-laced upper and cushioned Memory Foam insole.
Features:- Skechers Memory Foam™ cushioned comfort insole - Slip-on sporty design with a bungee-laced front - Machine washable - Skechers® logo detail



",08-08-2023
shopee,NIL,Skechers,"Skechers Online Exclusive Women Work Riverbound Slip Resistant Pasay Work Shoes - 108067-BLK Arch Fit, Slip Resistant","20%OFF, 10%OFF, 10%Coins Cashback",$89.00,$42.90,37,https://shopee.sg/Skechers-Online-Exclusive-Women-Work-Riverbound-Slip-Resistant-Pasay-Work-Shoes-108067-BLK-Arch-Fit-Slip-Resistant-i.84710867.19427816768?sp_atk=31b0eaa8-31d2-4c63-844f-c46add34ed44&xptdk=31b0eaa8-31d2-4c63-844f-c46add34ed44,https://down-sg.img.susercontent.com/file/sg-11134201-7qvea-ljxocnh9s4nr1a,"Description:
Slip on supportive comfort before starting on your prep work with Skechers Work Arch Fit®: Riverbound. This slip-resistant clog features a sculpted flexible EVA upper with an Arch Fit® contoured footbed and a convertible heel sling strap.
Features:- Patented Skechers Arch Fit® contoured footbed with podiatrist-certified arch support- Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans- Contoured footbed helps mold to your foot to reduce shock and increase weight dispersion- Slip-resistant traction outsole with oil resistance- Lightweight flexible EVA upper with a convertible heel sling strap- Skechers® and Arch Fit® logo details




",08-08-2023
shopee,NIL,Skechers,Skechers Women Foamies Footsteps Sandals - 111054-ROS,"20%OFF, 20%OFF, 10%OFF, 10%Coins Cashback",$69.00,$42.40,36,https://shopee.sg/Skechers-Women-Foamies-Footsteps-Sandals-111054-ROS-i.84710867.13894045021?sp_atk=b4f7c4b1-6aff-4a63-92f3-324bfd201fd3&xptdk=b4f7c4b1-6aff-4a63-92f3-324bfd201fd3,https://down-sg.img.susercontent.com/file/sg-11134201-7qvg8-ljxofvovpx7v34,"Description:
Lighten up your warm weather look with comfortable Skechers Foamies®: Footsteps. Soft smooth flexible EVA foam upper in a casual comfort slingback design with adjustable heel strap and contoured Luxe Foam® footbed.
Features:- EVA lightweight flexible upper- Luxe padded and contoured comfort footbed- Water friendly design- Two-strap slingback sandal- Flexible traction outsole- Hand wash, dry in shade.- Skechers® logo details




",08-08-2023
